Title,Type,Episodes,Status,Start airing,End airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites
Digimon Tamers,TV,51,Finished Airing,2001-4-1,2002-3-31,Spring,Sundays at 09:00 (JST),"Yomiko Advertising,Fuji TV","Saban Entertainment,Flatiron Film Company",Toei Animation,Original,"Adventure,Comedy,Drama,Fantasy,Shounen",25 min. per ep.,PG,7.65,73902,117293,1172
Durarara!!x2 Ten: Onoroke Chakapoko,Special,1,Finished Airing,2016-1-27,-,-,-,-,Aniplex of America,Shuka,Light novel,"Action,Mystery,Supernatural",24 min.,R,7.65,10085,26124,28
Evangelion: 3.0 You Can (Not) Redo,Movie,1,Finished Airing,2012-11-17,-,-,-,"Gainax,KlockWorx",Funimation,Khara,Original,"Action,Sci-Fi,Mecha",1 hr. 36 min.,PG-13,7.65,95564,174677,900
Fate/kaleid liner Prisma☆Illya 3rei!!,TV,12,Finished Airing,2016-7-6,2016-9-21,Summer,Wednesdays at 23:00 (JST),"Lantis,Kadokawa Shoten,AT-X,DAX Production,KlockWorx,Tokyo MX,Kadokawa Media House,Plus One",-,Silver Link.,Manga,"Action,Comedy,Magic,Fantasy",24 min. per ep.,PG-13,7.65,25211,54676,226
Girls und Panzer,TV,12,Finished Airing,2012-10-9,2013-3-25,Fall,-,"Lantis,Movic,Showgate,Cyclone Graphics inc",Sentai Filmworks,Actas,Original,"Action,Military,Sports,School",24 min. per ep.,PG-13,7.65,71322,144801,2577
Junjou Romantica Special,Special,1,Finished Airing,-,-,-,-,Kadokawa Shoten,-,Studio Deen,Manga,"Comedy,Romance,Shounen Ai",16 min.,PG-13,7.65,10072,21471,94
Kaleido Star: Aratanaru Tsubasa - Extra Stage,OVA,1,Finished Airing,2004-9-24,-,-,-,Hal Film Maker,"ADV Films,Funimation",Gonzo,Original,"Adventure,Comedy,Sports,Drama,Shoujo",24 min.,PG,7.65,5580,10438,21
Kara no Kyoukai 6: Boukyaku Rokuon,Movie,1,Finished Airing,2008-12-20,-,-,-,Notes,Aniplex of America,ufotable,Light novel,"Action,Magic,Mystery,Romance,Supernatural,Thriller",59 min.,R,7.65,67366,114506,137
Lady Jewelpet,TV,52,Finished Airing,2014-4-5,2015-3-28,Spring,-,"TV Tokyo,Sotsu,MediaNet,Sanrio,Miracle Bus",-,"Studio Comet,Zexcs",Original,"Fantasy,Magic,Romance,Shoujo",25 min. per ep.,PG,7.65,1112,4575,51
Mitsudomoe Special,Special,1,Finished Airing,2011-2-23,-,-,-,Lantis,-,Bridge,-,"Slice of Life,Comedy,School",23 min.,PG-13,7.65,7336,13114,12
Owarimonogatari 2nd Season Recaps,Special,2,Finished Airing,2017-8-12,2017-8-13,-,-,-,-,Shaft,Light novel,"Mystery,Comedy,Supernatural,Vampire",25 min. per ep.,R,7.64,709,4582,5
Sword Art Online,TV,25,Finished Airing,2012-7-8,2012-12-23,Summer,Sundays at 00:00 (JST),"Aniplex,Genco,DAX Production,ASCII Media Works",Aniplex of America,A-1 Pictures,Light novel,"Action,Adventure,Fantasy,Game,Romance",23 min. per ep.,PG-13,7.65,902116,1279860,49684
"Yondemasu yo, Azazel-san. Z",TV,13,Finished Airing,2013-4-7,2013-6-30,Spring,-,-,Nozomi Entertainment,Production I.G,Manga,"Comedy,Demons,Supernatural",12 min. per ep.,R,7.65,14232,25576,49
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,TV,6,Finished Airing,2017-10-7,2017-11-11,Fall,Fridays at 01:55 (JST),"Dentsu,Mainichi Broadcasting System,Pony Canyon,Movic,KlockWorx,Kadokawa",-,Studio Gokumi,Light novel,"Slice of Life,Drama,Magic,Fantasy",24 min. per ep.,PG-13,7.66,6163,21063,80
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,TV,12,Finished Airing,2013-1-8,2013-3-26,Winter,-,"TV Tokyo,Geneon Universal Entertainment,Shogakukan Productions,Half H.P Studio,UNLIMITED Partners",Sentai Filmworks,Manglobe,Original,"Action,Super Power,Supernatural,Shounen",24 min. per ep.,R,7.65,37143,82726,295
Ano Natsu de Matteru,TV,12,Finished Airing,2012-1-10,2012-3-27,Winter,Tuesdays at 01:30 (JST),"Geneon Universal Entertainment,Genco,AT-X,Bushiroad,Showgate",Sentai Filmworks,J.C.Staff,Original,"Comedy,Drama,Romance,Sci-Fi,Slice of Life",23 min. per ep.,PG-13,7.64,108007,216725,1565
Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,Special,1,Finished Airing,2016-7-6,-,-,-,-,Viz Media,Studio Pierrot,Original,"Action,Comedy,Super Power,Martial Arts,Shounen",10 min.,PG-13,7.64,23862,42058,92
Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,OVA,1,Finished Airing,2010-4-17,-,-,-,"Shogakukan Productions,Tokyo Movie Shinsha",-,-,-,"Police,Comedy,Mystery,Shounen",25 min.,PG-13,7.64,3526,7626,11
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,Movie,1,Finished Airing,2007-3-10,-,-,-,TV Asahi,-,Shin-Ei Animation,-,"Adventure,Comedy,Fantasy",1 hr. 55 min.,PG,7.64,1267,2295,7
Fantastic Children,TV,26,Finished Airing,2004-10-5,2005-3-29,Fall,Tuesdays at 01:00 (JST),-,Bandai Entertainment,Nippon Animation,Original,"Adventure,Fantasy,Mystery,Romance,Sci-Fi",24 min. per ep.,PG-13,7.64,5219,21156,230
Free!: Take Your Marks,Special,1,Finished Airing,2017-10-28,-,-,-,-,Funimation,Kyoto Animation,Light novel,"School,Slice of Life,Sports",-,PG-13,7.64,599,17097,32
Fullmetal Alchemist: Brotherhood - 4-Koma Theater,Special,16,Finished Airing,2009-8-26,2010-11-24,-,-,Studio Moriken,Funimation,Bones,4-koma manga,"Parody,Fantasy,Comedy,Military",2 min. per ep.,PG-13,7.64,17343,38003,121
Future GPX Cyber Formula Zero,OVA,8,Finished Airing,1994-4-1,1995-2-1,-,-,-,-,Sunrise,-,"Drama,Sci-Fi,Shounen,Sports",30 min. per ep.,PG-13,7.64,625,1373,6
Haiyore! Nyaruko-san F,OVA,1,Finished Airing,2015-6-19,-,-,-,"Sotsu,Studio Mausu,DIVE II Entertainment,Avex Pictures",-,Xebec,Light novel,"Sci-Fi,Comedy,Parody,Romance",27 min.,PG-13,7.64,14940,29765,58
Imawa no Kuni no Alice (OVA),OVA,3,Finished Airing,2014-10-15,2015-2-16,-,-,Barnum Studio,-,"Silver Link.,Connect",Manga,"Action,Psychological,Supernatural,Thriller,Shounen",23 min. per ep.,R,7.64,10359,22770,59
Initial D Battle Stage,OVA,1,Finished Airing,2002-5-15,-,-,-,"OB Planning,Fuji TV",-,Pastel,Manga,"Action,Cars,Drama,Seinen,Sports",52 min.,G,7.64,9219,17787,56
Kaitou Saint Tail,TV,43,Finished Airing,1995-10-12,1996-9-12,Fall,Thursdays at 19:30 (JST),"Dentsu,Tokyo Movie Shinsha,Asahi Broadcasting",TOKYOPOP,TMS Entertainment,Manga,"Adventure,Magic,Romance,Shoujo",22 min. per ep.,G,7.64,4213,10900,134
Kamisama no Memochou,TV,12,Finished Airing,2011-7-2,2011-9-24,Summer,Saturdays at Unknown,"Lantis,AT-X,Warner Bros.,KlockWorx,ASCII Media Works",Sentai Filmworks,J.C.Staff,Light novel,Mystery,26 min. per ep.,R,7.64,67148,160159,705
KanColle Movie,Movie,1,Finished Airing,2016-11-26,-,-,-,-,-,Diomedea,Card game,"Action,Military,Sci-Fi,Drama",1 hr. 33 min.,PG-13,7.64,7214,21353,138
Kareshi Kanojo no Jijou,TV,26,Finished Airing,1998-10-2,1999-3-26,Fall,Fridays at 18:30 (JST),"TV Tokyo,GANSIS",Nozomi Entertainment,"Gainax,J.C.Staff",Manga,"Comedy,Drama,Romance,School,Shoujo,Slice of Life",24 min. per ep.,PG-13,7.64,46942,120291,1435
Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,Movie,1,Finished Airing,2008-3-1,-,-,-,Kadokawa Pictures Japan,-,Sunrise,-,"Comedy,Sci-Fi,Shounen",1 hr. 35 min.,PG,7.64,1395,2998,12
Konjiki no Gash Bell!!,TV,150,Finished Airing,2003-4-6,2006-3-26,Spring,Sundays at 09:00 (JST),"Yomiko Advertising,Fuji TV","Viz Media,Flatiron Film Company",Toei Animation,Manga,"Adventure,Comedy,Supernatural,Magic,Shounen",23 min. per ep.,PG-13,7.64,29404,67687,809
Minami-ke Okaeri,TV,13,Finished Airing,2009-1-5,2009-3-30,Winter,Mondays at 01:30 (JST),-,-,Asread,Manga,"Slice of Life,Comedy,School",24 min. per ep.,PG-13,7.64,27663,51019,62
Non Non Biyori: Okinawa e Ikukoto ni Natta,OVA,1,Finished Airing,2014-7-23,-,-,-,Media Factory,-,Silver Link.,Manga,"Comedy,School,Seinen,Slice of Life",20 min.,PG-13,7.64,18024,32755,24
Ranma ½: Akumu! Shunmin Kou,OVA,1,Finished Airing,2008-7-31,-,-,-,Atelier Musa,-,"Sunrise,Studio Deen",Manga,"Action,Comedy,Supernatural,Martial Arts,Shounen",30 min.,PG-13,7.64,4026,8510,7
Shin Tennis no Ouji-sama,TV,13,Finished Airing,2012-1-5,2012-3-29,Winter,-,"TV Tokyo,Bandai Visual,Nihon Ad Systems,TV Tokyo Music,Marvelous AQL,Shueisha",-,"Production I.G,M.S.C",Manga,"Action,Comedy,Sports,Shounen",23 min. per ep.,PG-13,7.64,19209,37033,199
Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,Movie,1,Finished Airing,1994-8-20,-,-,-,-,-,Toei Animation,-,"Slice of Life,Comedy,Sports,Drama,School,Shounen",45 min.,PG-13,7.64,4920,9293,19
The iDOLM@STER Movie: Kagayaki no Mukougawa e!,Movie,1,Finished Airing,2014-1-25,-,-,-,"Aniplex,TBS,Rakuonsha,Nippon Columbia,Banpresto,Bandai Namco Entertainment",-,A-1 Pictures,Game,"Music,Comedy,Drama",2 hr. 1 min.,PG-13,7.64,7434,15625,47
Tsubasa Chronicle,TV,26,Finished Airing,2005-4-9,2005-10-15,Spring,Saturdays at 18:30 (JST),"NHK,Kodansha",Funimation,Bee Train,Manga,"Action,Adventure,Fantasy,Magic,Romance,Supernatural,Shounen",25 min. per ep.,PG-13,7.64,69771,158068,2031
Aa! Megami-sama! Movie,Movie,1,Finished Airing,2000-10-21,-,-,-,"Bandai Visual,Pony Canyon,Kodansha,Movic,Sega",Geneon Entertainment USA,AIC,Original,"Comedy,Magic,Romance,Seinen,Supernatural",1 hr. 46 min.,PG-13,7.63,18525,32576,95
Amagi Brilliant Park,TV,13,Finished Airing,2014-10-7,2014-12-26,Fall,Fridays at 02:16 (JST),"Avex Entertainment,TBS,DAX Production,flying DOG,Mobcast",Sentai Filmworks,Kyoto Animation,Light novel,"Comedy,Magic,Fantasy",24 min. per ep.,PG-13,7.63,172096,308748,1509
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,Movie,1,Finished Airing,1995-12-23,-,-,-,-,Viz Media,"Toei Animation,Production Reed",Manga,"Drama,Magic,Shoujo",1 hr.,PG-13,7.63,15596,27921,54
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,Movie,1,Finished Airing,2008-12-13,-,-,-,-,Viz Media,Studio Pierrot,Manga,"Action,Comedy,Super Power,Supernatural,Shounen",1 hr. 34 min.,PG-13,7.63,89613,143380,574
Darker than Black: Kuro no Keiyakusha Special,Special,1,Finished Airing,2008-3-27,-,-,-,"Aniplex,Square Enix",Funimation,Bones,Original,"Sci-Fi,Comedy,Parody",23 min.,R,7.63,60394,100878,181
Fairy Tail Movie 1: Houou no Miko,Movie,1,Finished Airing,2012-8-18,-,-,-,"TV Tokyo,Dentsu",Funimation,"Satelight,A-1 Pictures",Manga,"Action,Adventure,Fantasy,Magic,Comedy,Shounen",1 hr. 26 min.,PG-13,7.63,62239,106382,378
Hanbun no Tsuki ga Noboru Sora,TV,6,Finished Airing,2006-1-13,2006-2-24,Winter,-,"Pony Canyon,Dream Force","Nozomi Entertainment,Crimson Star Media",Group TAC,Light novel,"Comedy,Drama,Romance",24 min. per ep.,PG-13,7.63,38529,74657,439
Heroic Age,TV,26,Finished Airing,2007-4-2,2007-10-1,Spring,-,Starchild Records,Funimation,Xebec,Original,"Action,Mecha,Military,Sci-Fi,Space",23 min. per ep.,PG-13,7.63,33472,76897,599
Hetalia: The World Twinkle Extra Disc,OVA,1,Finished Airing,2016-2-24,-,-,-,-,Funimation,Studio Deen,Manga,"Comedy,Historical,Parody",12 min.,PG-13,7.63,1332,3926,13
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,Movie,1,Finished Airing,2011-12-23,-,-,-,"Studio Jack,Dentsu Tec",-,OLM,Game,"Sci-Fi,Sports,Super Power,Shounen",1 hr. 30 min.,G,7.63,3479,6565,15
Inu x Boku SS,TV,12,Finished Airing,2012-1-13,2012-3-30,Winter,Fridays at Unknown,"Aniplex,Square Enix,Mainichi Broadcasting System,Movic,Inu x Boku SS Production Partners",Sentai Filmworks,David Production,Manga,"Comedy,Supernatural,Romance,Shounen",24 min. per ep.,PG-13,7.63,137941,280642,2790
Kiniro no Corda: Primo Passo,TV,25,Finished Airing,2006-10-2,2007-3-26,Fall,-,"Aniplex,Hakusensha,Koei,TYO",Sentai Filmworks,Yumeta Company,Visual novel,"Comedy,Drama,Harem,Magic,Music,Romance,School,Shoujo",24 min. per ep.,PG-13,7.63,36658,71800,1122
Konnichiwa Anne: Before Green Gables,TV,39,Finished Airing,2009-4-5,2009-12-27,Spring,Sundays at 19:30 (JST),-,-,Nippon Animation,Novel,"Drama,Historical,Kids,Slice of Life",20 min. per ep.,G,7.63,816,3511,13
Love Stage!!,TV,10,Finished Airing,2014-7-10,2014-9-11,Summer,Thursdays at 01:05 (JST),Kadokawa Shoten,Sentai Filmworks,J.C.Staff,Manga,"Comedy,Romance,Shounen Ai",23 min. per ep.,PG-13,7.63,65184,117399,1275
Oda Nobuna no Yabou,TV,12,Finished Airing,2012-7-9,2012-9-24,Summer,-,"Pony Canyon,AT-X,KlockWorx,SoftBank Creative Corp.",Sentai Filmworks,"Madhouse,Studio Gokumi",Light novel,"Comedy,Historical,Romance",24 min. per ep.,PG-13,7.63,90302,176377,971
Owari no Seraph,TV,12,Finished Airing,2015-4-4,2015-6-20,Spring,Saturdays at 22:00 (JST),"Rakuonsha,NBCUniversal Entertainment Japan,Shueisha",Funimation,Wit Studio,Manga,"Action,Military,Supernatural,Drama,Vampire,Shounen",23 min. per ep.,R,7.63,269154,489164,6516
Persona 4 the Animation,TV,25,Finished Airing,2011-10-7,2012-3-30,Fall,-,"Aniplex,Mainichi Broadcasting System,ASCII Media Works,Index",Sentai Filmworks,AIC A.S.T.A.,Game,"Sci-Fi,Adventure,Mystery,Super Power,Supernatural,School",25 min. per ep.,PG-13,7.63,75266,165559,1728
PriPara,TV,140,Finished Airing,2014-7-5,2017-3-28,Summer,Tuesdays at 17:55 (JST),TV Tokyo,-,"Tatsunoko Production,Dongwoo A&E",Game,"Music,Slice of Life,School,Shoujo",23 min. per ep.,PG,7.63,1568,10973,210
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Movie,1,Finished Airing,1997-12-20,-,-,-,"Fuji TV,Sony Music Entertainment","ADV Films,Aniplex of America",Studio Gallop,Manga,"Samurai,Historical,Drama,Shounen",1 hr. 31 min.,R,7.63,20869,37127,92
Shion no Ou,TV,22,Finished Airing,2007-10-14,2008-3-23,Fall,-,"Yomiko Advertising,Pony Canyon,Fuji TV,DAX Production",-,Studio Deen,Manga,"Drama,Game,Mystery,Thriller",23 min. per ep.,PG-13,7.63,8217,23513,77
Tenshi no Tamago,OVA,1,Finished Airing,1985-12-22,-,-,-,Tokuma Shoten,Anchor Bay Films,Studio Deen,Original,"Fantasy,Dementia,Drama",1 hr. 11 min.,PG-13,7.63,20431,52097,1049
Toaru Majutsu no Index,TV,24,Finished Airing,2008-10-5,2009-3-19,Fall,-,"Geneon Universal Entertainment,Square Enix,AT-X,ASCII Media Works,Kadokawa Contents Gate",Funimation,J.C.Staff,Light novel,"Action,Magic,Sci-Fi,Super Power",23 min. per ep.,R,7.63,197827,403397,4209
Urusei Yatsura Movie 5: Final,Movie,1,Finished Airing,1988-2-6,-,-,-,Kitty Films,-,-,Manga,"Action,Sci-Fi,Adventure,Comedy,Drama,Romance",1 hr. 25 min.,PG-13,7.63,1475,3576,9
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,OVA,1,Finished Airing,2013-9-19,-,-,-,-,-,Brain's Base,Light novel,"Comedy,Romance,School",23 min.,PG-13,7.63,69042,111341,241
Arslan Senki (TV): Fuujin Ranbu,TV,8,Finished Airing,2016-7-3,2016-8-21,Summer,Sundays at 17:00 (JST),"Mainichi Broadcasting System,Magic Capsule,Ultra Super Pictures,Graphinica,NBCUniversal Entertainment Japan",Funimation,LIDENFILMS,Manga,"Action,Adventure,Historical,Supernatural,Drama,Fantasy,Shounen",24 min. per ep.,PG-13,7.62,43211,81092,130
Detective Conan: Black History 2,Special,1,Finished Airing,2007-12-17,-,-,-,-,-,TMS Entertainment,-,"Adventure,Mystery,Comedy,Police,Shounen",50 min.,PG-13,7.62,1006,3462,2
Digimon Adventure tri. 1: Saikai,Movie,1,Finished Airing,2015-11-21,-,-,-,"Bandai,Ai Addiction",Shout! Factory,Toei Animation,Original,"Action,Adventure,Comedy,Drama",1 hr. 29 min.,PG-13,7.62,38419,75232,293
Drifters (OVA),OVA,2,Finished Airing,2017-12-23,-,-,-,-,-,Hoods Drifters Studio,Manga,"Action,Adventure,Comedy,Historical,Samurai,Fantasy,Seinen",26 min. per ep.,R,7.62,3718,40210,60
Fushigi no Umi no Nadia,TV,39,Finished Airing,1990-4-13,1991-4-12,Spring,-,"NHK,Sogo Vision","ADV Films,Sentai Filmworks",Gainax,Original,"Adventure,Comedy,Historical,Romance,Sci-Fi",25 min. per ep.,PG-13,7.62,10859,33613,330
Ghost in the Shell: Arise - Border:2 Ghost Whispers,Movie,1,Finished Airing,2013-11-30,-,-,-,-,Funimation,Production I.G,Manga,"Mecha,Police,Psychological,Sci-Fi",56 min.,R,7.62,16581,32450,29
Hokuto no Ken: Raoh Gaiden Gekitou-hen,Movie,1,Finished Airing,2007-4-28,-,-,-,-,-,Toei Animation,-,"Action,Adventure,Martial Arts,Romance",1 hr. 29 min.,R,7.62,2685,5921,14
InuYasha: Guren no Houraijima,Movie,1,Finished Airing,2004-12-23,-,-,-,-,Viz Media,Sunrise,Manga,"Adventure,Comedy,Demons,Drama,Historical,Romance,Shounen,Supernatural",1 hr. 27 min.,PG-13,7.62,32926,57485,178
Love Live! School Idol Project,TV,13,Finished Airing,2013-1-6,2013-3-31,Winter,Sundays at 22:00 (JST),"Bandai Visual,Lantis,ASCII Media Works,Bushiroad","NIS America, Inc.",Sunrise,Other,"Slice of Life,Music,School",23 min. per ep.,PG-13,7.62,116730,229793,6259
Mahou Shoujo Lyrical Nanoha: Reflection,Movie,1,Finished Airing,2017-7-22,-,-,-,Shochiku,-,Seven Arcs Pictures,Original,"Action,Super Power,Drama,Magic",1 hr. 47 min.,None,7.62,658,7586,21
Mainichi Kaasan,TV,142,Finished Airing,2009-4-1,2012-3-25,Spring,-,Nihon Ad Systems,-,-,Manga,"Slice of Life,Comedy",25 min. per ep.,PG,7.62,396,2057,24
Major 2nd (TV),TV,-,Currently Airing,2018-4-7,-,Spring,Saturdays at 17:35 (JST),"NHK,Shogakukan",-,NHK Enterprises,Manga,"Comedy,Sports,Drama,Shounen",24 min.,PG-13,7.62,757,7585,28
Marmalade Boy,TV,76,Finished Airing,1994-3-13,1995-9-3,Spring,Sundays at 08:30 (JST),Asahi Broadcasting,"Discotek Media,TOKYOPOP",Toei Animation,Manga,"Comedy,Drama,Romance,Shoujo",24 min. per ep.,PG-13,7.62,12209,29984,451
Mirai Nikki: Redial,OVA,1,Finished Airing,2013-6-19,-,-,-,-,Funimation,Asread,Manga,"Action,Psychological,Supernatural,Shounen",29 min.,R,7.62,121544,187358,463
"Momoko, Kaeru no Uta ga Kikoeru yo.",Movie,1,Finished Airing,2003-7-23,-,-,-,Magic Bus,-,-,Book,"Drama,School,Slice of Life",1 hr. 19 min.,G,7.62,583,1713,10
Nijuu Mensou no Musume,TV,22,Finished Airing,2008-4-13,2008-9-28,Spring,-,"PRA,Sakura Create,Fuji Pacific Music Publishing",-,"Bones,Telecom Animation Film",Manga,"Action,Adventure,Mystery",22 min. per ep.,PG-13,7.62,8879,24616,147
Omoide Poroporo,Movie,1,Finished Airing,1991-7-20,-,-,-,Tokuma Shoten,GKIDS,Studio Ghibli,Manga,"Slice of Life,Drama,Romance",1 hr. 58 min.,G,7.62,26756,55374,447
Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,Special,1,Finished Airing,2009-4-15,-,-,-,-,-,Shaft,Manga,"Parody,Comedy,School",31 min.,PG-13,7.62,3631,7502,3
Perrine Monogatari,TV,53,Finished Airing,1978-1-1,1978-12-31,Winter,Sundays at 19:30 (JST),Bandai Visual,-,Nippon Animation,Novel,"Slice of Life,Historical,Drama,Shoujo",25 min. per ep.,G,7.62,530,2439,9
Pokemon Black and White 2: Introduction Movie,ONA,1,Finished Airing,2012-5-16,-,-,-,-,-,OLM,Game,"Action,Fantasy,Kids",6 min.,PG,7.62,5847,10451,17
R.O.D the TV,TV,26,Finished Airing,2003-9-1,2004-3-16,Fall,-,"Aniplex,Studio Deen,Broccoli,Sony Music Entertainment","Aniplex of America,Geneon Entertainment USA",J.C.Staff,Light novel,"Action,Adventure,Comedy,Drama,Sci-Fi,Super Power",25 min. per ep.,PG-13,7.62,22337,52849,385
Shin Tennis no Ouji-sama Specials,Special,7,Finished Airing,2012-4-20,2013-4-24,-,-,Nihon Ad Systems,-,"Production I.G,M.S.C",-,"Action,Comedy,Sports,Shounen",23 min. per ep.,PG-13,7.62,2602,6842,21
Shoukoushi Cedie,TV,43,Finished Airing,1988-1-10,1988-12-25,Winter,Sundays at 19:30 (JST),Fuji TV,-,Nippon Animation,Novel,"Slice of Life,Drama,Shoujo",24 min. per ep.,G,7.62,832,2105,12
Tatakae! Chou Robot Seimeitai Transformers,TV,98,Finished Airing,1985-7-6,1987-6-26,Summer,-,"Hasbro,AKOM",-,Toei Animation,-,"Sci-Fi,Adventure,Mecha,Shounen",23 min. per ep.,PG-13,7.62,3494,6411,89
"Tokyo Ghoul: ""Jack""",OVA,1,Finished Airing,2015-9-30,-,-,-,-,-,Studio Pierrot,Manga,"Action,Drama,Horror,School,Seinen,Supernatural",30 min.,R,7.62,61375,108859,317
"Yondemasu yo, Azazel-san. (TV)",TV,13,Finished Airing,2011-4-8,2011-7-1,Spring,-,-,Nozomi Entertainment,Production I.G,Manga,"Comedy,Supernatural,Demons",12 min. per ep.,R,7.62,23992,52025,297
Aa! Megami-sama!: Sorezore no Tsubasa Specials,Special,2,Finished Airing,2007-2-23,-,-,-,AIC,"ADV Films,Funimation,NYAV Post",-,Manga,"Comedy,Magic,Romance,Seinen,Supernatural",24 min. per ep.,PG-13,7.61,9794,19155,32
Acchi Kocchi (TV),TV,12,Finished Airing,2012-4-6,2012-6-29,Spring,-,"Pony Canyon,TBS,DAX Production,BS-TBS,Jumondo,Houbunsha",Sentai Filmworks,AIC,4-koma manga,"Slice of Life,Comedy,Romance,School,Seinen",25 min. per ep.,PG-13,7.61,80408,172404,1764
Blend S,TV,12,Finished Airing,2017-10-8,2017-12-24,Fall,Sundays at 00:30 (JST),"Aniplex,Houbunsha,Kansai Telecasting,Lawson,Contents Seed,Kinoshita Group Holdings,Drecom",Aniplex of America,A-1 Pictures,4-koma manga,"Slice of Life,Comedy",23 min. per ep.,PG-13,7.61,84325,171777,1155
City Hunter: Goodbye My Sweetheart,Special,1,Finished Airing,1997-4-25,-,-,-,-,-,-,-,"Adventure,Comedy,Shounen",1 hr. 30 min.,PG-13,7.61,1557,3462,4
Detective Conan Movie 11: Jolly Roger in the Deep Azure,Movie,1,Finished Airing,2007-4-21,-,-,-,Big Bang,-,TMS Entertainment,Manga,"Adventure,Police,Comedy,Mystery,Shounen",1 hr. 45 min.,PG-13,7.61,14268,23950,11
Detective Conan OVA 04: Conan and Kid and Crystal Mother,OVA,1,Finished Airing,-,-,-,-,-,-,TMS Entertainment,Manga,"Adventure,Mystery,Police,Shounen",25 min.,PG-13,7.61,5711,10877,3
Digimon Adventure Movie,Movie,1,Finished Airing,1999-3-6,-,-,-,-,Saban Entertainment,Toei Animation,Original,"Action,Fantasy,Kids,Sci-Fi",20 min.,PG,7.61,47813,72928,277
Flying Witch,TV,12,Finished Airing,2016-4-10,2016-6-26,Spring,Sundays at 02:25 (JST),"VAP,Kodansha,Magic Capsule,Nippon Television Network,RAB Aomori Broadcasting,Nippon Television Music",Sentai Filmworks,J.C.Staff,Manga,"Slice of Life,Comedy,Supernatural,Magic,Shounen",23 min. per ep.,PG-13,7.61,58054,143035,812
Hakuouki OVA,OVA,2,Finished Airing,-,-,-,-,-,-,Studio Deen,Visual novel,"Action,Historical,Supernatural,Drama,Samurai",8 min. per ep.,PG-13,7.61,3372,9446,21
Hakuouki Reimeiroku,TV,12,Finished Airing,2012-7-9,2012-9-24,Summer,-,-,Sentai Filmworks,Studio Deen,Visual novel,"Action,Historical,Supernatural,Drama,Samurai,Josei",23 min. per ep.,R,7.61,14114,36763,136
Hellsing,TV,13,Finished Airing,2001-10-11,2002-1-17,Fall,-,"Fuji TV,Pioneer LDC","Funimation,Geneon Entertainment USA",Gonzo,Manga,"Action,Horror,Supernatural,Vampire,Seinen",23 min. per ep.,R,7.61,218433,391329,4809
Hitorijime My Hero,TV,12,Finished Airing,2017-7-8,2017-9-23,Summer,Sundays at 01:30 (JST),"Sotsu,AT-X,Tokyo MX,Avex Pictures,Q-Tec,Docomo Anime Store,Marine Entertainment,Kanon Sound,Contents Seed,Ichijinsha,BS NTV",Sentai Filmworks,Encourage Films,Manga,"Drama,Romance,School,Shounen Ai,Slice of Life",24 min. per ep.,PG-13,7.61,15702,40241,462
Jewelpet Twinkle☆,TV,52,Finished Airing,2010-4-3,2011-4-2,Spring,-,"TV Tokyo,Sotsu,Sanrio,Studio Jack",-,Studio Comet,Original,"Fantasy,Magic,School,Shoujo",24 min. per ep.,PG,7.61,1929,5460,69
Kappa no Coo to Natsuyasumi,Movie,1,Finished Airing,2007-7-28,-,-,-,"Dentsu,TV Asahi,Shochiku,Sony Music Entertainment,Dentsu Tec",-,Shin-Ei Animation,Original,"Adventure,Shounen",2 hr. 21 min.,PG,7.61,3805,8878,20
Little Busters!,TV,26,Finished Airing,2012-10-6,2013-4-6,Fall,-,"Warner Bros.,Showgate",Sentai Filmworks,J.C.Staff,Visual novel,"Slice of Life,Comedy,Supernatural,Drama,School",24 min. per ep.,PG-13,7.61,65961,173433,1603
Mobile Fighter G Gundam,TV,49,Finished Airing,1994-4-1,1995-3-31,Spring,Fridays at 17:00 (JST),"TV Asahi,Sotsu",Bandai Entertainment,Sunrise,Original,"Sci-Fi,Adventure,Space,Comedy,Sports,Drama,Romance,Martial Arts,Mecha",24 min. per ep.,PG-13,7.61,23821,42914,723
Mobile Suit Gundam Wing: Operation Meteor,OVA,4,Finished Airing,1996-4-25,1996-10-25,-,-,-,-,Sunrise,Original,"Action,Military,Sci-Fi,Adventure,Space,Psychological,Drama,Mecha",1 hr. per ep.,PG-13,7.61,2856,7877,27
